ID,App ID,Title,URL,Description,Genres,Content Rating,Languages,Size,Released,Updated,Release Notes,Required OS Version,Version,Price,Currency,Developer,Developer URL,Score,Reviews
357467791,com.piviandco.agingbooth,AgingBooth,https://apps.apple.com/us/app/agingbooth/id357467791?uo=4,"AgingBooth, one of the most popular iPhone & iPad apps still FREE on the App Store!

What will you look like when you’re old? And what about your friends? Find out with AgingBooth, an easy to use and amazing face aging machine on your iPhone & iPad. AgingBooth is a funny (or scary!) way to instantly age face photos. Use AgingBooth on family, friends or colleagues photos and share them via email, iMessage, Instagram, Snapchat, Facebook, Twitter, WhatsApp…

Ready to face your future?

Tips
• Shake device to switch before and after views 
• More Effects: combine with another effect from your ""Booth Collection""

Features
• Works with photos taken with your built-in camera or from your photo library 
• Auto-cropping using face detection
• Transformation process is instant with no internet connection needed
• Scroll results into the app gallery 
• Save results to your photo library 
• Share with your friends via email, iMessage, Instagram, Snapchat, Facebook, Twitter, WhatsApp…

By the creators of FatBooth, MixBooth, BaldBooth, UglyBooth, BoothStache & BimboBooth.

Warning:
• AgingBooth is a funny application made for entertainment purposes only and does not guarantee resemblance to the real aging process.
• AgingBooth works best with people between the ages of 15 and 60.

© PiVi & Co 2010-2020

Photos credits : fotolia.com (© Yuri Arcurs/ © CURAphotography/ © Piotr Marcinski)","Entertainment,Photo & Video",4+,"EN,FR",23099392,2010-02-23T22:57:58Z,2023-07-05T17:59:06Z,#NAME?,14,5.0.1,0,USD,PiVi & Co,https://apps.apple.com/us/developer/pivi-co/id357467794?uo=4,4.50645,16568
1180884341,io.faceapp.ios,FaceApp: Perfect Face Editor,https://apps.apple.com/us/app/faceapp-perfect-face-editor/id1180884341?uo=4,"Join 700M+ users who trust FaceApp to perfect their selfies. Enhance your beauty with natural, stunning edits no one will notice, but everyone will love. Unlock your selfie’s full potential — get more likes, positive comments, and meaningful interactions every time you post.

Use a fantastic set of filters, backgrounds, effects, and other tools to create a seamless and photorealistic edit in ONE TAP. You will never have to spend hours photoshopping again!

More than 60 highly photorealistic filters

PHOTO EDITOR

- Perfect your selfies with Impression filters
- Add a beard or mustache
- Change your hair color and hairstyle
- Add volume to your hair
- Try trendy full makeup filters
- Creative light effects
- Remove acne and blemishes
- Smooth wrinkles
- Easily enlarge or minimize facial features
- Try out the color lens
- Easy Compare tool at every step to compare before & after
- Total control of temperature, saturation, and more


HAVE FUN

- See what you'd look like as a different gender
- Discover your best hairstyle and color with our advanced tool
- Aging: try our popular Old & Young filters
- Borrow your favorite style from different photos
- Put your face in a popular movie scene
- Try weight filters: get bigger or smaller
- And many more fun filters!

READY TO SHARE?

Share your FaceApp edits directly to your favorite social media accounts

Just ONE tap and your photo is ready for a total social media blitz!

FaceApp PRO

You can subscribe to get access to useful style filters, filters updates and all the features and content offered for purchase within FaceApp.

Subscriptions are auto renewable and are billed monthly or annually at the rate selected depending on the subscription plan.

Subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period. Account will be charged for renewal within 24-hours prior to the end of the current period. Payment will be charged to iTunes Account at confirmation of purchase. Subscriptions can be managed and auto-renewal can be turned off in Account Settings in iTunes after the purchase. Any unused portion of a free trial period, if offered, will be forfeited when the user purchases a subscription to that publication, where applicable.

- Terms of Use: https://www.faceapp.com/terms 
- Privacy Policy: https://www.faceapp.com/privacy 
- Online Tracking Opt-Out Guide: https://www.faceapp.com/online-tracking-opt-out-guide

You are welcome to contact us at support.ios@faceapp.com","Photo & Video,Entertainment",9+,"AR,HY,HR,CS,DA,NL,EN,FI,FR,DE,EL,HE,HU,ID,IT,JA,KO,MS,NB,NN,PL,PT,RO,RU,SR,ZH,SK,ES,SV,TH,ZH,TR,UK,VI",171253760,2017-01-24T14:13:07Z,2025-03-20T23:20:11Z,"FaceApp helps you perfect your selfies effortlessly — and we’ve just made it even smoother. We’ve fine-tuned editing performance and enhanced stability, making your favorite features faster and easier to use. Update now and keep your selfies fresh and naturally stunning! Thanks for choosing FaceApp! – The FaceApp Team",15,12.9.5,0,USD,FaceApp Technology Limited,https://apps.apple.com/us/developer/faceapp-technology-limited/id1561581171?uo=4,4.73325,1650789
1530776865,com.lyrebirdstudio.facelab,"FaceLab: Face Age, Aging, Hair",https://apps.apple.com/us/app/facelab-face-age-aging-hair/id1530776865?uo=4,"If you want to get old and change gender with fun filters then FaceLab is just for you, download now! FaceLab photo editor proudly presents the best free age changer and gender swap app! Face app is powered by AI technology for the best experience and accurate face aging. It is so much fun to oldify yourself with easy-to-use amazing old face filters. FaceLab perfectly predicts the future for you. FaceLab is awesome to create hilarious memes and photo collages. Share your stunning photo on Instagram, Facebook, Whatsapp, Snapchat, TikTok, VK, and Pinterest to get so many likes.
 
FACE AGING EFFECT
FaceLab offers epic photo filters to oldify you! The make me old feature by face app turns you into a cute old man or an elderly woman just in seconds. First, choose a pretty pic from your photo lab or take a selfie with a FaceLab selfie camera. 
 
GENDER CHANGER
Face editor provides a marvelous gender swap filter so you can look like an opposite-sex just in seconds! It is hilarious to see yourself as a man or a woman. Switch to a beautiful lady with long hair or a man with a cool beard just in seconds! Face swap filter and all the other photo effects are powered by AI to take your pics art experience to the next level.
 
FACE MORPH FEATURE
Morph your face with great face filters. Retouch your photos with joker makeup, cartoon filter, and zombie filter. Reface yourself with zombify effect or put on a scary joker makeup to easily get ready for Halloween. It’s very easy to toonify yourself and create your memoji or animoji. Put yourself into a renaissance painting with a realistic painting art filter. Cartoon yourself easily! You are going to feel like you’re in a cartoon movie with fun toon me feature of FaceLab.
 
FACE FILTER TO GET YOUNG
With FaceLab you can get younger as much as you want. Throw back to 18 anytime to get rid of your wrinkles and to have smooth skin. A young age filter makes you look fresh and flawless. Try this filter on your parents for impressive results with the young camera filter!
 
MAKEOVER & BEAUTY APP
Beauty and makeup time! Let FaceLab give you a perfect makeover. You can easily create a cool style with the freckle filter and glasses filter with this beauty app. With the makeup filter, you can apply makeup and freckle with a single touch, and get rid of acne and blemishes, but don't forget you are beautiful in every way!
 
HAIRSTYLES and BEARD CHANGER
If your beard or mustache is not growing, the fascinating cool beard effect in FaceLab face editor is for you. We also have nice Long Hair, Black Hair, and Haircut filters for you! We are sure your new hair looks great on you
 
FaceLab photo editor is the best neural face editing app powered by AI, which comes up with an age changer and many old face filters. You can get old and change gender anytime with an aging filter without learning Photoshop. Share your awesome-aged picture on Instagram, Facebook, Whatsapp, Snapchat, Tik Tok, VK, Tumblr, Flickr, and Twitter!
 
 
FaceLab PRO:
You can subscribe to have an ad-free experience and to get access to all the fun filters, filters updates, and all amazing features within FaceLab.
 
Subscriptions are auto-renewable and are billed monthly or annually at the rate selected depending on the subscription plan.
 
Subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period. Account will be charged for renewal within 24-hours prior to the end of the current period. Payment will be charged to iTunes Account at confirmation of purchase. Subscriptions can be managed, and auto-renewal can be turned off in Account Settings in iTunes after the purchase. Any unused portion of a free trial period, if offered, will be forfeited when the user purchases a subscription to that publication, where applicable.
 
- Terms of Use: https://lyrebirdstudio.net/terms.htm
- Privacy Policy: https://lyrebirdstudio.net/privacy_policy.htm","Photo & Video,Entertainment",4+,"AR,EN,FR,DE,HE,HI,ID,JA,KO,PT,RU,ZH,ES,TH,ZH,TR",175456256,2020-11-13T08:00:00Z,2025-03-12T07:33:30Z,This update includes bug fixes and performance improvements.,15,4.35.0,0,USD,Lyrebird Studio,https://apps.apple.com/us/developer/lyrebird-studio/id1448990199?uo=4,4.61147,38517
6451258604,com.pbstudios.ageswap,Age Swap: AI Face Aging App,https://apps.apple.com/us/app/age-swap-ai-face-aging-app/id6451258604?uo=4,"Ever wondered how you’ll look as you grow older or what you looked like as a child? Age Swap: AI Face Aging App is your time machine for seeing yourself at every stage of life, from baby to age 120, in high-definition detail. Dive into lifelike aging transformations that reveal your future look and let you relive your past, all in one app!

Age Yourself – Experience Every Chapter

From infancy to old age, Age Swap’s advanced AI brings each age to life with remarkable realism. Select a specific age to see how you’ll look, or explore different stages with a single tap. It’s not just an aging app—it’s an experience of your life journey.

Age Reel – Share Your Life in Motion

Our Age Reel feature takes your aging journey to the next level, creating a seamless animation of your transformation from baby to 120 years old. Watch your life unfold and share this unique, captivating reel with friends and family on social media. Age Reel is perfect for anyone who loves to play with transformations and see their future self in a whole new way.

Discover Your Past and Future

Want to see yourself as a toddler, a young adult, or in your senior years? Age Swap offers precise aging transformations for each stage, allowing you to explore every phase of life. Whether you’re curious about your past or looking forward to your future self, Age Swap makes it easy to see every age.

Group Age Swap – Fun with Friends and Family

Beyond individual transformations, Age Swap lets you age as a group. Planning a reunion? Generate laughs by seeing how everyone will look at your 50th reunion, or bring back nostalgic memories by turning your group into toddlers again. Want to see your favorite band as they might look in the future or as a group of young kids? With Age Swap, it’s all possible. Perfect for sharing and creating unforgettable moments with friends, family, and social media.

Why Choose Age Swap: AI Face Aging App?

Age Swap is more than a typical photo editing app. With its dedicated focus on age transformations, it’s perfect for anyone who wants to explore their look through the ages. From baby to elder, Age Swap delivers realistic results that are fun, insightful, and shareable. Join the Age Swap community and discover yourself through the years!

Privacy-Focused Design

We prioritize your privacy. Age Swap works directly on your device, so no photos are uploaded or shared externally. Your data remains safe and secure.

Privacy Policy: https://thepbstudios.co/privacy/
EULA: https://www.apple.com/legal/internet-services/itunes/dev/stdeula/","Entertainment,Photo & Video",4+,EN,149187584,2023-08-04T07:00:00Z,2025-03-19T16:46:42Z,"All bugs are cleaned. With the Age Reel, you can see your future self and effortlessly relive your past, watching your life unfold from baby to 120!",13,3.1.0,0,USD,PB Studios OU,https://apps.apple.com/us/developer/pb-studios-ou/id1528016604?uo=4,4.09211,76
6444755601,com.trang.celeb.look.alike.celebrity,Make You Look Older Future Age,https://apps.apple.com/us/app/make-you-look-older-future-age/id6444755601?uo=4,"DO YOU SPEND YOUR TIME IMAGINING HOW YOU WOULD LOOK LIKE WHEN OLD?
The good news is that you do not have to imagine anymore! Download ''Make You Look Older Future Age'' and go rapidly into the future to meet the older version of yourself!
Meet your future face and see whether the future looks good! When you install this make me old ''face changer'', you will instantly have fun and create awesome photos at the same time! An old face booth always gives awesome results, so this can be a guaranteed fun for the entire family!
Install Make You Look Older Future Age and discover what happens when young becomes old! Everyone should have an older face photo app inside their phone, so do not hesitate and install one of the newest and most modern photo editors of all time!

Make You Look Older Future Age
Subscription auto-renew at the end of subscription period, unless canceled 24-hours in advance prior to the end of the current period. The subscription fee is charged to your iTunes account at confirmation of purchase. You may manage your subscription and turn off auto-renewal by going to your Account Settings after purchase. Per Apple policy, no cancellation of the current subscription is allowed during the active subscription period. Once purchased, refunds will not be provided for any unused portion of the term.

Terms of use: https://sites.google.com/view/celeb-look-alike-celebrity/terms-of-service
Privacy policy: https://sites.google.com/view/celeb-look-alike-celebrity/privacy-policy","Entertainment,Photo & Video",17+,EN,204071936,2022-11-30T08:00:00Z,2023-10-10T18:14:56Z,#NAME?,14,1.0.6,0,USD,Trang Khong Thi,https://apps.apple.com/us/developer/trang-khong-thi/id1651804485?uo=4,4.12517,735
1643469254,com.huy.make.older.age,Aging Wonder,https://apps.apple.com/us/app/aging-wonder/id1643469254?uo=4,"What will you look like when your older?
Do you curious about what will you look like when you’re 30, 60, 80 years old?
Do you know what your lover or your friends look like when they were a kid?
Do you wonder your baby’s appearance in the future ?
Try this app!!! You can find out with our AI technology now!!!

*ALL FEATURES:

TIME MACHINE
Take a photo, and select how many years you want to add. You can choose to add 30, 60, or even 80 years. With machine learning face prediction, that will be an interesting thing to look forward to in this application!

BABY PREDICTION
Easy way to find out your future baby face with this awesome app! Upload your lover’s photo and choose the gender.

YOUNG EFFECT
With AI technology supported, it's possible to go back to your childhood again. You can easily get younger with smooth skin and look like a teenager after applying this effect.

DIVERSE CARTOON EFFECTS
Turn your selfies and photos into cartoon art with AI-driven cartoon effects. 

GENDER SWAP
Are you curious about your opposite sex appearance? Take a selfie and you can change your gender in seconds! Have fun by swapping gender.
TRY IT NOW !!!!

Subscription Information:
Unlimited access feature of Make Me Old When i Grow Up Age app. Auto-renewable subscription for $4.99 USD per week, $39.99 USD per year or flash sale weekly $3.99 USD per week and yearly $29.99 USD per year. Premium Lifetime $49.99 USD or flash sale Lifetime $39.99 USD. The amount stated will be charged to your credit card through your iTunes account and will automatically renew unless you canceled at least 24 hours before the end of the current period. Any unused portion of a free trial period will be forfeited when you purchase the subscription. Though your subscription for the current month cannot be canceled, you can turn auto-renewal off in your account settings after purchase.
Terms of use: https://sites.google.com/view/makemeoldwhenigrowupage/terms-of-service 
Privacy policy: https://sites.google.com/view/makemeoldwhenigrowupage/privacy-policy","Photo & Video,Reference",4+,"EN,FR,DE,JA,KO,PT,RU,ZH,ES",219448320,2022-09-12T07:00:00Z,2025-03-07T08:50:21Z,#NAME?,14,1.3.2,0,USD,Pham Van Huy,https://apps.apple.com/us/developer/pham-van-huy/id1593552316?uo=4,3.84698,1490
6444180773,com.yodeklimited.magicam,MagiCam-Face Morph&Editor,https://apps.apple.com/us/app/magicam-face-morph-editor/id6444180773?uo=4,"Still concerned that you won't have about not having stunning photos? Don't worry, MagiCam provides a lot of features such as face swapping, cartoon, aging, baby prediction, etc. So come to exhibit your unrivaled charm!
We're dedicated to elevating your artistic expression through polished editing and aesthetics. Your images can be spiced up and made distinctive and spectacular on social media by using the built-in portrait-based photo editor, which boosts your popularity and individuality.


Aging Time Machine
Take a trip on PhotoG's entertaining time shuttle to discover the secret of freezing age, see what will you look like after decades, and feel how much time has passed. 

Cartoon Your Selfie
Use artificial intelligence to turn your selfie into a cartoon selfie. Cartoonify photos to generate artistic avatars. Various cartoon styles, simple and easy to use.

Get Younger with One Tap
With the young face feature, you can get younger as much as you want with one click. To get rid of all your wrinkles and smooth skin, go back to the age of 18.

Swap Your Gender
With our gender swap, you may instantly know your opposite sex's appearance. Imagining oneself as a man or woman is hilarious.

Future Baby Prediction
There is a perfect chance let you see your future baby's face! I bet you cannot miss it, just try it!

Animated Face Photo
What? A still photo began to sing? It may sound incredible, but MagiCam can animate photos. Turn photo into dynamic video and bring photo to life.

AI Palm Reader
Our advanced AI and ML algorithms work in real-time to provide you a daily fortune analysis of the major lines on your palm.

Enhance Photo Quality
Each old memory is priceless. With our photo quality enhancer, you can upscale images with a single click, fix blurry ones with greater quality and get more high-definition photos.

Restore Old Picture
Automatically restore the background, remove scratches, and colorize the old black-and-white photos. Never let the memories fade.

Hairstyle Changer
If you're tired of your current hairstyle and are afraid to try another one, come to MagiCam and give one a try. You can switch any hairstyle as you like.

About Subscription
Subscriptions are billed weekly, monthly, annually.
• Payment will be charged to iTunes Account once you confirm your purchase.
• Subscription automatically renews and payment will be charged to your iTunes account unless auto-renew is turned off at least 24 hours before the end of the current period.
• Subscription with a free trial period will automatically renew to a paid subscription. You can cancel or manage your free trial's auto-renewal in your Account Settings after purchase. 

Privacy Policy: https://www.yodeklimited.com/terms-of-service
Terms of Service: https://www.yodeklimited.com/privacy-policy",Entertainment,4+,"EN,FR,DE,IT,JA,PT,ES",294657024,2022-11-03T07:00:00Z,2023-05-22T02:56:09Z,"What's New:
- Improve Performances
- Bug Fixes",12,1.7,0,USD,Yodek Ltd,https://apps.apple.com/us/developer/yodek-ltd/id1652847728?uo=4,4.41247,5118
1460082863,com.msyvonne.beauty,"Ms Yvonne: Aging, Face Editor",https://apps.apple.com/us/app/ms-yvonne-aging-face-editor/id1460082863?uo=4,"What's Hot:

• Lifetime Story Video: Witness your lifetime in seconds! Generate AI face aging videos that take you from childhood to your golden years!
• Trend Hairstyles: Explore various haircuts and try hair color changer to find which hairstyle suits on you!
• Future Baby Generator: Curious about your future baby's face? Upload photos of you and your partner to see what your baby will look like.
• AI Headshots: Transform everyday photos into professional-grade headshots in seconds. Professional Headshots, LinkedIn Headshots, Urban Street Photos, Banquet dressing Photos, Wedding Photos etc.
• Cartoon Filters: Transform your selfies into cute cartoons pictures, explore cartoon magic with AI-powered.

‿‿‿‿‿‿‿‿‿‿‿‿‿‿‿‿‿‿‿‿‿‿‿‿‿‿‿‿‿‿‿‿‿‿‿

[Features Introduction]

-Aging Prediction
Ms Yvonne can predict your future appearance through your photo. See if the future you looks like your parents or grandparents?

-Future Baby Generator
Easy way to find out your future baby face with this awesome app! Upload your lover’s photo and choose the gender. 

-Back to Childhood
Have you preserved your childhood photo? Back to being a child just in single tap.

- Cartoon Portrait
What will you like if you are a cartoon character? Explore the superb cartoon face filter for pictures to caricature yourself. It may look fabulous on the avatar profile pictures. 

-Palm Reader
The palmistry can reflect and predict the trend of your love, health, wealth, reputation and career. Examine the lines of your palm and read predictions from Ms Yvonne.

-Hair Salon
Looking for a new hairstyle? What will suit you? Try it with your picture!

-Skin Test & Advice
Without going to beauty parlor, a professional skin test can be done easily with Ms Yvonne. Comprehensively analyze your skin from acne, wrinkles, dark circles, etc. 

-Emotion Test
How many emotions show on your face? Are you sure you do understand yourself? Ms Yvonne can help you discover the emotional problems hidden in your subconsciousness.

Hope you enjoy it!","Photo & Video,Entertainment",4+,"EN,FR,DE,JA,KO,PT,RU,ZH,ES,ZH",280131584,2019-04-26T06:02:22Z,2024-10-17T14:48:24Z,"NEW FEATURES UPDATE:
- Lifetime Story Video: Witness your lifetime in seconds! 
- AI Hairstyle: Spice up your look with the trendiest styles
- Baby Generator: See what your baby will look like
- AI Headshots: Explore endless versions of yourself",13,2.4.1,0,USD,OrchildEagle Technology Limited,https://apps.apple.com/us/developer/orchildeagle-technology-limited/id1752484954?uo=4,4.10852,13619
1509179692,com.pocketpics.editor,Timor-time machine aging app,https://apps.apple.com/us/app/timor-time-machine-aging-app/id1509179692?uo=4,"The latest hot style courier
[Old Filter] :Meet Your Future Self!
[FaceMagic]:Unlock the Magic of Your Face!
[Face Changer]:Transform Your Look Instantly!
[Face Age App]:Travel Through Time with Your Face!


Timor is a powerful AI photo editor designed for both fun and professional editing apps. With advanced aging app features, including the popular aging booth free effect, you can explore how you’ll look in the future with just one tap. Create stunning selfies with old filter, face age app free, and old face app free functions. Beyond face aging effects,  It has various popular special effects such as animate photos, fairy princess filters, getting old and young, etc.; it can achieve face-lifting and slimming, beautifying and beautifying the skin, with one-click to have a good complexion; super textured scene Filters, easy to get the selfie tips of net celebrities.


Play with the Most Popular Special Effects
-Travel through time with the face aging app free and see what you look like when you’re older.
-Swap faces and explore different looks with the face age app.
-Use aging booth effects to see yourself at old age face app levels.
-Restore old memories with photo aging and colorization effects.


Advanced Facial Beautification & AI Editing
-Try different hairstyles and hair colors with our AI aging app.
-Adjust facial features using visage reshaping tools for a more refined look.
-Apply face age effects to explore different versions of yourself.
-Enjoy free aging filter effects for stunning transformations.


Variety of facial beautification
-Change hair style and hair color as you like
-Variety of shapes, free to change hat collocation
-Facial reshaping to create exquisite facial features
-One-click face-lifting, presenting a more beautiful you
-Skin beautification effects, showing a wonderful skin effect, making your skin more delicate
-Exquisite makeup, you are the unique aura queen


Image editor
-Easily cut out pictures, change faces, and increase the interest of photos
-Super textured scene filter, hold various scenes
-Picture editing, professional picture tool
-Image adjustment, color enhancement, one-key rescue of waste films
-Cartoon, hand-painted filters to make your pictures more interesting
-The same atmosphere filter of the movie, the photo becomes a blockbuster in seconds
-Creative filters, let you stand out in the social circle


[VIP Version Benefits]
※ VIP filter effect
※ Predictive aging function
※ Get the latest filters and functions as soon as possible
※ Remove watermark


[VIP Version Price and Period]
We offer the following subscription plans, prices will vary depending on the currency.
※Week
※Month
※Year


[VIP Version Statements]
Payment will be charged to iTunes Account at confirmation of purchase. Subscriptions automatically renew unless auto-renew is turned off at least 24-hours before the end of the current subscription period. Your account will be charged for renewal within 24-hours prior to the end of the current period, and the cost of the renewal will be identified. You may manage your subscription and auto-renewal may be turned off by going to your Account Settings after the purchase. No cancellation of the current subscription is allowed during the active subscription period. Any unused portion of a free trial period will be forfeited when the user purchases a subscription to that publication.


=======================================
If you have good suggestions or ideas, you can contact us in the following ways:
Email address:pocketpics@163.com


If you have any questions about in-app purchases, please contact our dedicated customer service email:
qililitech@163.com


User agreement: https://docs.google.com/document/d/1X3UJuboY5RYu0WzWHbWL5bchvelSWzlFcPLjdH5692E/edit#heading=h.uf6pdz44io2m
Privacy policy:
https://docs.google.com/document/d/1HS-Aazv-K34AhXlH0aEB3ApvRms9c2wJKYO_feR5RcQ/edit?usp=sharing",Photo & Video,4+,"AR,EN,FR,DE,ID,IT,JA,KO,MS,PT,RU,ZH,ES,TH,ZH,TR,VI",324546560,2020-05-19T07:00:00Z,2025-03-28T02:17:12Z,Fixed some known issues.,13,9.9,0,USD,Reborn Technology Holding Limited,https://apps.apple.com/us/developer/reborn-technology-holding-limited/id1725957339?uo=4,3.93077,3669
1523323143,com.garytrades.vtocamer,Life Insight - AI Face Aging,https://apps.apple.com/us/app/life-insight-ai-face-aging/id1523323143?uo=4,"Using this powerful photo editor app you can easily gain a lot of fun. Just experience our funny features such as funny baby generator, spirit animal, celebrity twin etc. It is the FUN & EASY way to satisfy your curiosity.

Download now to experience this amazing app.

Features

- Baby Generator
Try this app to generate your future baby for fun. Just wait to see the magic happen.

- Time Machine
What will you look like when you’re old? And what about your friends? Find out with this effect, an easy to use and amazing face aging machine on your device.

- Young Effect
With this tool, you can get younger as much as you want. Throwback to 18 anytime to get rid of your wrinkles and to have a smooth skin.

- Spirit Animal
Guess your animal personality and see your animal soul to have fun. Just imagine an animalized you.

Celebrity Twin
- Find which well-known person you look alike right Now and get your best match.

Gender swap
- It is hilarious to see yourself as a man or a woman. Switch to a beautiful lady with long hair or a man with cool beard just in seconds!

Fun Quizzes
- Take different types of quizzes to know yourself better, including career, character, personality, love etc.

Disclaimer: This app is for ENTERTAINMENT purposes only.

Get the premium version and access to all features:
√ Apply the old effects.
√ Get back to 18 with young effects.
√ Baby prediction.
√ Palm reading.
√ Gender swap.
√ Cartoon portrait.

Our Subscription Length: Weekly, Monthly, and Yearly.
Please read carefully:
Payment will be charged to iTunes Account at confirmation of purchase. Subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period. Account will be charged for renewal within 24-hours prior to the end of the current period, and identify the cost of the renewal. Subscriptions may be managed by the user and auto-renewal may be turned off by going to the user's Account Settings after purchase. Any unused portion of a free trial period, if offered, will be forfeited when the user purchases a subscription to that publication, where applicable.
More details can be found here:
Privacy
https://sites.google.com/view/funcam-privacy
Terms
https://sites.google.com/view/funcam-terms","Entertainment,Lifestyle",9+,"EN,FR,DE,JA,PT,ZH,ES,ZH",199158784,2020-07-14T07:00:00Z,2024-08-07T03:35:58Z,"- Enhance the function of 3D Cartoon Selfie.
- Add more Fun Quizzes.
- Some minor bugs are fixed.",14,1.4.0,0,USD,AI Fantasy Studio,https://apps.apple.com/us/developer/ai-fantasy-studio/id1754097657?uo=4,3.81009,6461
